policy,num_robots,width,height,root_seed,map_seed,spawn_seed,dynamics_seed,comms_seed,policy_seed,runner_policy_seed,map_name,requested_density,realized_density,free_cells,completed,final_coverage,ticks,max_ticks,ticks_to_50,ticks_to_90,ticks_to_95,ticks_to_100,successful_moves,wall_blocked,conflicts,redundancy,comms_enabled,comms_drop_prob,messages_attempted,messages_delivered,messages_dropped,bytes_attempted,bytes_delivered,bytes_dropped
move_toward_frontier_astar,4,10,10,1,1641411168,1454127163,2749604155,3056722145,3964924996,0,comb,0.54,0.54,46,False,0.43478260869565216,1500,1500,,,,,22,0,5978,0.9428571428571428,False,0.0,0,0,0,0,0,0
move_toward_unknown_bfs,2,10,10,0,3757552657,673228719,3241444873,3685993406,2968811710,0,comb,0.54,0.54,46,False,0.4782608695652174,1500,1500,,,,,24,0,2976,0.5681818181818182,False,0.0,0,0,0,0,0,0
move_toward_frontier_astar,4,10,10,3,819382448,1645421708,3451799802,118549108,2613022947,0,comb,0.54,0.54,46,False,0.8043478260869565,1500,1500,4,,,,57,0,5943,0.45569620253164556,False,0.0,0,0,0,0,0,0
move_toward_frontier_astar,4,10,10,4,367776961,3166742020,1587198119,759788228,1874364848,0,comb,0.54,0.54,46,False,0.717391304347826,1500,1500,4,,,,29,0,5971,0.3380281690140845,False,0.0,0,0,0,0,0,0
move_toward_unknown_bfs,2,10,10,1,1641411168,1454127163,2749604155,3056722145,3964924996,0,comb,0.54,0.54,46,False,0.45652173913043476,1500,1500,,,,,26,0,2974,0.4666666666666667,False,0.0,0,0,0,0,0,0
move_toward_unknown_bfs,2,10,10,3,819382448,1645421708,3451799802,118549108,2613022947,0,comb,0.54,0.54,46,False,0.45652173913043476,1500,1500,,,,,16,0,2984,0.17391304347826086,False,0.0,0,0,0,0,0,0
move_toward_unknown_bfs,2,10,10,2,2001025171,2240297063,1311118443,2854122131,3141116543,0,comb,0.54,0.54,46,False,0.717391304347826,1500,1500,8,,,,46,0,2954,0.2537313432835821,False,0.0,0,0,0,0,0,0
move_toward_unknown_bfs,2,10,10,4,367776961,3166742020,1587198119,759788228,1874364848,0,comb,0.54,0.54,46,False,0.34782608695652173,1500,1500,,,,,10,0,2990,0.2,False,0.0,0,0,0,0,0,0
move_toward_unknown_bfs,4,10,10,0,3757552657,673228719,3241444873,3685993406,2968811710,0,comb,0.54,0.54,46,False,0.7391304347826086,1500,1500,3,,,,36,0,5964,0.4714285714285714,False,0.0,0,0,0,0,0,0
move_toward_unknown_bfs,4,10,10,2,2001025171,2240297063,1311118443,2854122131,3141116543,0,comb,0.54,0.54,46,False,0.9565217391304348,1500,1500,5,16,37,,89,0,5911,1.0919540229885059,False,0.0,0,0,0,0,0,0
